Datum (MEZ),Kernenergie,Nicht Erneuerbar,Erneuerbar,Day Ahead Auktion
,Leistung (MW),Leistung (MW),Leistung (MW),"Preis (EUR/MWh, EUR/tCO2)"
2021-01-01T00:00+01:00,8137.75,22518.77,11561.2,50.87
2021-01-01T01:00+01:00,8151.15,21752.67,11117.17,48.19
2021-01-01T02:00+01:00,8156.56,21586.42,10576.51,44.68
2021-01-01T03:00+01:00,8145.62,21653.51,10255.56,42.92
2021-01-01T04:00+01:00,8154.61,21593.59,9784.79,40.39
2021-01-01T05:00+01:00,8156.89,21702.18,9566.1,40.2
2021-01-01T06:00+01:00,8155.03,22581.94,9516.16,39.63
2021-01-01T07:00+01:00,8152,21946.26,9358.34,40.09
2021-01-01T08:00+01:00,8155.29,22617.67,9521.37,41.27
2021-01-01T09:00+01:00,8160.18,22818.75,10322.72,44.88
2021-01-01T10:00+01:00,8163.67,23005.09,12063.27,45
2021-01-01T11:00+01:00,8166.33,22779.88,13409.69,47.2
2021-01-01T12:00+01:00,8152.81,23163.64,14144.68,50.78
2021-01-01T13:00+01:00,8154.33,23198.84,13744.65,45.49
2021-01-01T14:00+01:00,8153.3,23071.62,12546.89,44.73
2021-01-01T15:00+01:00,8157.72,23705.66,10746.74,46.59
2021-01-01T16:00+01:00,8152.22,24581.28,9867.76,52.99
2021-01-01T17:00+01:00,8151.43,25208.31,10686.35,60.26
2021-01-01T18:00+01:00,8151.04,25447.32,11276.78,60.61
2021-01-01T19:00+01:00,8155.23,25471.82,11808.69,60.36
2021-01-01T20:00+01:00,8152.97,25330.15,12258.19,57.4
2021-01-01T21:00+01:00,8150.06,24975.99,12093,53.86
2021-01-01T22:00+01:00,8146.31,24360.09,12624.86,53.45
2021-01-01T23:00+01:00,8144.41,23409.47,12582.18,49.72
2021-01-02T00:00+01:00,8065.17,21888.1,11973,46.69
2021-01-02T01:00+01:00,8127.82,21581.01,11772.16,42.43
2021-01-02T02:00+01:00,8104.8,20947.75,11625.96,41.09
2021-01-02T03:00+01:00,8105.5,20591.49,11505.99,40
2021-01-02T04:00+01:00,8126.04,20964.96,11384.32,37.55
2021-01-02T05:00+01:00,8140.47,21663.28,10931.87,39
2021-01-02T06:00+01:00,8131.9,22088.61,10884.63,42.09
2021-01-02T07:00+01:00,8120.87,23488.96,10775.15,44.96
2021-01-02T08:00+01:00,8076.41,24827.64,10406.18,48.45
2021-01-02T09:00+01:00,8146.61,26750.77,10584.32,52
2021-01-02T10:00+01:00,8152.52,27358.77,11228.44,52
2021-01-02T11:00+01:00,8154.05,27897.15,12055.75,52.15
2021-01-02T12:00+01:00,8154.83,27849.93,12384.98,55.95
2021-01-02T13:00+01:00,8157.94,27814.79,11850.51,52
2021-01-02T14:00+01:00,8155.12,27903.8,10687.55,50.69
2021-01-02T15:00+01:00,8154.94,27700.49,9637.9,53.45
2021-01-02T16:00+01:00,8153.09,27773.68,9225.3,59.99
2021-01-02T17:00+01:00,8156.41,28330.27,9756.22,62
2021-01-02T18:00+01:00,8154.64,28330.23,10675.88,63.08
2021-01-02T19:00+01:00,8146.98,28353.98,11519.35,62.17
2021-01-02T20:00+01:00,8147.55,28229.22,12100.13,60.03
2021-01-02T21:00+01:00,8142.06,27889.84,12553.66,55.03
2021-01-02T22:00+01:00,8143.54,27093.1,13275.41,52.25
2021-01-02T23:00+01:00,8133.45,24978.55,14457.5,48.45
2021-01-03T00:00+01:00,8050.94,22471.56,15994.19,46.11
2021-01-03T01:00+01:00,7861.12,20447.77,16727.13,43
2021-01-03T02:00+01:00,7576.18,19184.19,17888.27,39.55
2021-01-03T03:00+01:00,7582.08,18090.16,18925.43,35.18
2021-01-03T04:00+01:00,7618.05,17028.7,20094.89,33.45
2021-01-03T05:00+01:00,7633.96,16396.69,21763.38,32.37
2021-01-03T06:00+01:00,7513.64,16251.64,23427.39,31.7
2021-01-03T07:00+01:00,7679.35,16988.06,25079.3,32.63
2021-01-03T08:00+01:00,7551.63,18041.77,25726.42,36.9
2021-01-03T09:00+01:00,7525.61,19581.05,26580.22,36.96
2021-01-03T10:00+01:00,7571.82,19982.1,27663.73,36.96
2021-01-03T11:00+01:00,7565.71,21005.69,29181.52,43.72
2021-01-03T12:00+01:00,7565.04,21590.54,29484.62,47.71
2021-01-03T13:00+01:00,7569.58,21421.14,29467.78,40.41
2021-01-03T14:00+01:00,7576.31,20609.9,28899.66,39.66
2021-01-03T15:00+01:00,7581.91,20501.16,28414.93,39.57
2021-01-03T16:00+01:00,7579.67,20855.51,28308.26,36.11
2021-01-03T17:00+01:00,7583.06,21628.91,28465.03,45.04
2021-01-03T18:00+01:00,7588.45,21976.16,28371.16,52.56
2021-01-03T19:00+01:00,7596.24,22259.14,27595.6,45.84
2021-01-03T20:00+01:00,7588.73,21978.55,27341.57,35.83
2021-01-03T21:00+01:00,7583.77,21038.55,26456.14,33.31
2021-01-03T22:00+01:00,7590.97,20736.62,25018.36,34.98
2021-01-03T23:00+01:00,7587.04,19966.33,24695.38,27.39
2021-01-04T00:00+01:00,7591.08,19864.98,24221.6,29.33
2021-01-04T01:00+01:00,7591.39,20586.32,23798.72,24.82
2021-01-04T02:00+01:00,7563.7,21500.33,23654.95,24.65
2021-01-04T03:00+01:00,7563.67,21692.62,23460.46,24.8
2021-01-04T04:00+01:00,7566.95,21756.96,23152.11,27.71
2021-01-04T05:00+01:00,7570.25,22310.35,22890.52,28.58
2021-01-04T06:00+01:00,7573.85,26312.39,22937.7,37.04
2021-01-04T07:00+01:00,7567.37,31216.18,22878.16,52.03
2021-01-04T08:00+01:00,7574.51,33246.56,23023.81,55.76
2021-01-04T09:00+01:00,7588.69,33816.57,23471.83,57.06
2021-01-04T10:00+01:00,7586.51,34820.47,23738.72,57.18
2021-01-04T11:00+01:00,7572.28,35475.92,24165.66,60
2021-01-04T12:00+01:00,7565.41,35251.08,24604.7,61.27
2021-01-04T13:00+01:00,7566,35146.87,24257.53,60.28
2021-01-04T14:00+01:00,7565.87,35345.85,24160,60.07
2021-01-04T15:00+01:00,7562.4,36021.64,23880.42,59.46
2021-01-04T16:00+01:00,7555.86,36564.46,23471.19,61.99
2021-01-04T17:00+01:00,7563.68,36873.34,24014.86,66.82
2021-01-04T18:00+01:00,7563.01,36905.97,23802.21,61.97
2021-01-04T19:00+01:00,7565.48,36658.25,23777.34,55.06
2021-01-04T20:00+01:00,7569.21,36695.13,23311.63,47.34
2021-01-04T21:00+01:00,7564.06,35899.09,22832.9,45.64
2021-01-04T22:00+01:00,7567.12,34680.9,22224.84,48.93
2021-01-04T23:00+01:00,7563.3,33669.16,22053.69,44.64
2021-01-05T00:00+01:00,7566.75,30203.62,22209.67,37.54
2021-01-05T01:00+01:00,7616.34,28669.61,21954.99,40.07
2021-01-05T02:00+01:00,7666.42,28015.49,21552.41,39.81
2021-01-05T03:00+01:00,7715.96,28374.99,21507.69,39.65
2021-01-05T04:00+01:00,7716.74,28355.73,21462.76,40.2
2021-01-05T05:00+01:00,7805.62,30042.56,21380.42,44.26
2021-01-05T06:00+01:00,7611.78,32956.28,21691.06,47.06
2021-01-05T07:00+01:00,7779.48,35610.82,21732.22,54.96
2021-01-05T08:00+01:00,7784.9,37367.86,21586.47,63.67
2021-01-05T09:00+01:00,7846.83,37645.69,21725.93,64.73
2021-01-05T10:00+01:00,7854.34,38131.72,22827.17,66.07
2021-01-05T11:00+01:00,7857.32,38270.42,23309.57,65.97
2021-01-05T12:00+01:00,7859.87,38247.5,23789.93,65.46
2021-01-05T13:00+01:00,7856.92,38431.88,23892.44,63.82
2021-01-05T14:00+01:00,7861.1,38440.75,24100.56,63.87
2021-01-05T15:00+01:00,7856.54,38800.65,23911.79,64.05
2021-01-05T16:00+01:00,7852.57,38674.33,23531.04,64.26
2021-01-05T17:00+01:00,7848.34,38710.31,23681.28,67.14
2021-01-05T18:00+01:00,7851.77,38716.69,23729.06,61.61
2021-01-05T19:00+01:00,7858.8,38214.3,23331.69,59.16
2021-01-05T20:00+01:00,7851.15,37511.43,23278.73,59.26
2021-01-05T21:00+01:00,7857.13,35983.24,23155.72,53.62
2021-01-05T22:00+01:00,7854.76,34419.08,22628.36,53.86
2021-01-05T23:00+01:00,7860.54,32642.28,22277.45,47.99
2021-01-06T00:00+01:00,7894.06,29629.76,21843.55,44.41
2021-01-06T01:00+01:00,7974.52,28632.27,21398.41,42.94
2021-01-06T02:00+01:00,8102.53,28547.34,20890.54,42.88
2021-01-06T03:00+01:00,8123.08,28141.26,20903.76,42.15
2021-01-06T04:00+01:00,8037.59,28756.24,20429.65,43.23
2021-01-06T05:00+01:00,8015.7,29499.02,19152.8,44.56
2021-01-06T06:00+01:00,8011.81,31588.68,18994.55,47.4
2021-01-06T07:00+01:00,8084.33,34010.56,18378.6,44.05
2021-01-06T08:00+01:00,8141.01,37000.95,18049.55,53.41
2021-01-06T09:00+01:00,8146.62,37838.53,17822.1,54.8
2021-01-06T10:00+01:00,8147.59,38737.3,16912.78,53.94
2021-01-06T11:00+01:00,8150.04,39833.44,16515.06,58.3
2021-01-06T12:00+01:00,8149.03,40261.98,16347.26,61.43
2021-01-06T13:00+01:00,8156.79,40233,16475.42,61.92
2021-01-06T14:00+01:00,8152.14,40449.14,15572.55,57
2021-01-06T15:00+01:00,8152.28,40494.37,15014.35,57.53
2021-01-06T16:00+01:00,8159.63,40558.47,14796.59,61.68
2021-01-06T17:00+01:00,8161.25,40257.99,14756.87,61.84
2021-01-06T18:00+01:00,8163.16,40267.34,14950.46,57.46
2021-01-06T19:00+01:00,8162.8,40255.32,14439.17,58.06
2021-01-06T20:00+01:00,8162.99,40291.23,13974.71,59.97
2021-01-06T21:00+01:00,8164.64,39573.75,13682.37,52.95
2021-01-06T22:00+01:00,8160.7,38595.27,13699.87,52.95
2021-01-06T23:00+01:00,8160.03,36847.27,13665.08,49.53
2021-01-07T00:00+01:00,8157.33,34034.67,13275.75,51.03
2021-01-07T01:00+01:00,8160.39,33727.85,13089.73,50.18
2021-01-07T02:00+01:00,8160.64,33028.73,13125.57,48.97
2021-01-07T03:00+01:00,8157.68,31975.89,13141.72,46.72
2021-01-07T04:00+01:00,8162.52,32266.89,13442.81,46.87
2021-01-07T05:00+01:00,8162.31,33738.95,13607.12,50.08
2021-01-07T06:00+01:00,8158.87,38315.32,13770.66,57.34
2021-01-07T07:00+01:00,8164.88,40821.66,13354.57,67.8
2021-01-07T08:00+01:00,8168.38,42284.28,13535.17,86.51
2021-01-07T09:00+01:00,8160.57,42394.62,13563.19,86.54
2021-01-07T10:00+01:00,8162.38,42356.36,14006.56,85.08
2021-01-07T11:00+01:00,8163.56,42480.22,14571.25,88.74
2021-01-07T12:00+01:00,8163.04,42409.37,14980.03,88.76
2021-01-07T13:00+01:00,8166.46,42467.23,14807.8,84.31
2021-01-07T14:00+01:00,8164.88,42076.5,13838.1,80.4
2021-01-07T15:00+01:00,8171.47,42194.52,12818.09,83.57
2021-01-07T16:00+01:00,8171.13,42235.89,12615.53,89.68
2021-01-07T17:00+01:00,8178.3,42354.57,13181.81,100
2021-01-07T18:00+01:00,8175.25,41983.55,13898.65,90.43
2021-01-07T19:00+01:00,8170.76,41592.07,14497.26,80.28
2021-01-07T20:00+01:00,8168.44,41022.8,14100.96,66.8
2021-01-07T21:00+01:00,8168.99,39686.67,13769.67,60.22
2021-01-07T22:00+01:00,8154.26,38958.6,13627.74,59.69
2021-01-07T23:00+01:00,8153.57,38495.22,13469.06,52.25
2021-01-08T00:00+01:00,8156.13,36931.9,13496.32,50.53
2021-01-08T01:00+01:00,8152.7,35256.48,13303.58,48.43
2021-01-08T02:00+01:00,8157.82,34914.88,13048.64,47.24
2021-01-08T03:00+01:00,8143.91,34541.1,13085.94,45.61
2021-01-08T04:00+01:00,8142.25,34099.72,13037.68,46.81
2021-01-08T05:00+01:00,8163.34,35986.8,12967.16,51.57
2021-01-08T06:00+01:00,8146.34,39019.62,12913.23,60.67
2021-01-08T07:00+01:00,8143.22,40861.49,12813.72,79.56
2021-01-08T08:00+01:00,8159.56,42385.53,13118.84,103.54
2021-01-08T09:00+01:00,8162.59,42961.02,12917.26,110.45
2021-01-08T10:00+01:00,8162.62,43163.19,13277.61,109.96
2021-01-08T11:00+01:00,8156.07,42685,13738.13,106.82
2021-01-08T12:00+01:00,8156.75,42745.34,13921.29,102.37
2021-01-08T13:00+01:00,8155.6,42624.21,13582.82,97.61
2021-01-08T14:00+01:00,8155.1,42252.56,12850.33,95
2021-01-08T15:00+01:00,8153.26,42219.19,12498.49,95.42
2021-01-08T16:00+01:00,8151.22,42581.53,11994.43,95
2021-01-08T17:00+01:00,8151.6,42650.42,12402.01,110
2021-01-08T18:00+01:00,8149.47,42712.6,12770.02,102.41
2021-01-08T19:00+01:00,8150.62,42822.36,12664.62,88.05
2021-01-08T20:00+01:00,8152.99,41844.69,12142.08,64.24
2021-01-08T21:00+01:00,8158.94,40229.93,12167.83,59.43
2021-01-08T22:00+01:00,8157.66,39961.2,11970.86,57.6
2021-01-08T23:00+01:00,8155.14,37694.73,11766.92,51.75
2021-01-09T00:00+01:00,8140.85,34615.5,11722.75,54.73
2021-01-09T01:00+01:00,8140.7,33447.56,11465.21,52.39
2021-01-09T02:00+01:00,8145.48,33324.69,11369.05,51.67
2021-01-09T03:00+01:00,8141.99,33291.47,11296.37,50.88
2021-01-09T04:00+01:00,8144.4,33557.56,11228.72,50.02
2021-01-09T05:00+01:00,8149.28,33473.43,11129.18,49.1
2021-01-09T06:00+01:00,8144.45,33769.01,11107.95,49.57
2021-01-09T07:00+01:00,8149.87,35254.75,10763.18,53.82
2021-01-09T08:00+01:00,8160.14,37477.79,10559,59.8
2021-01-09T09:00+01:00,8150.49,38515.12,10623.47,66.92
2021-01-09T10:00+01:00,8161.46,38701.57,11332.13,67.71
2021-01-09T11:00+01:00,8157.22,38782.13,12177.93,68
2021-01-09T12:00+01:00,8153.94,38935.78,12500.76,67.01
2021-01-09T13:00+01:00,8158.3,38926.19,12383.55,62.53
2021-01-09T14:00+01:00,8160.59,38777.68,11655.65,60
2021-01-09T15:00+01:00,8163.71,38978.42,10313.79,60
2021-01-09T16:00+01:00,8169.32,39183.55,9227.48,62.78
2021-01-09T17:00+01:00,8146.76,39107.54,9128.29,69.92
2021-01-09T18:00+01:00,8139.08,39047.2,9360.66,71.99
2021-01-09T19:00+01:00,8134.75,39069.05,9245.71,68.95
2021-01-09T20:00+01:00,8095.95,39182.75,9234.36,62.66
2021-01-09T21:00+01:00,7870.66,38036.61,9305.61,56.54
2021-01-09T22:00+01:00,7712.18,37436.17,9157.09,55.81
2021-01-09T23:00+01:00,7591.27,35970.78,9492.13,50.85
2021-01-10T00:00+01:00,7606.08,33659.57,9862.91,54.65
2021-01-10T01:00+01:00,7806.36,31237.38,10250.19,51.79
2021-01-10T02:00+01:00,7928.95,29802.74,11261.55,50.58
2021-01-10T03:00+01:00,7932.93,29684.58,11468.28,47.98
2021-01-10T04:00+01:00,7936.63,29332.26,12181.54,47.6
2021-01-10T05:00+01:00,7925.18,29622.47,12510.21,47.59
2021-01-10T06:00+01:00,7926.67,28989.9,13354.59,42.09
2021-01-10T07:00+01:00,7922.46,29777.07,13853.07,44.56
2021-01-10T08:00+01:00,7920.2,30369.52,14634.1,49.46
2021-01-10T09:00+01:00,7926.38,31560.17,16117.76,54.96
2021-01-10T10:00+01:00,7927.59,31944.03,18832.6,53.63
2021-01-10T11:00+01:00,7925.91,31994.9,21454.71,55.57
2021-01-10T12:00+01:00,7924.68,31678.11,23789.77,54.17
2021-01-10T13:00+01:00,7918.32,31011.3,25080.07,52.62
2021-01-10T14:00+01:00,7909.96,30498.35,24362.66,53.18
2021-01-10T15:00+01:00,7920.17,30955.41,22335.98,54.85
2021-01-10T16:00+01:00,7911.11,31888.64,20235.95,56.52
2021-01-10T17:00+01:00,7918.86,32685.33,21386.23,62.09
2021-01-10T18:00+01:00,8003.6,32871.36,21889.45,63.41
2021-01-10T19:00+01:00,8141.74,32305.54,22393.32,56.39
2021-01-10T20:00+01:00,8144.52,32059.65,22159.19,55.64
2021-01-10T21:00+01:00,8141.52,31138.03,22032.88,53.33
2021-01-10T22:00+01:00,8147.36,30782.28,21064.26,52.05
2021-01-10T23:00+01:00,8105.14,28514.99,21622.73,37.24
2021-01-11T00:00+01:00,7892.98,26696.05,22205.01,44.9
2021-01-11T01:00+01:00,7823.32,25902.63,24174.46,44.74
2021-01-11T02:00+01:00,7816.06,25440.66,25590.32,45.06
2021-01-11T03:00+01:00,7827.93,25005.16,26621.53,44.07
2021-01-11T04:00+01:00,7833.05,25593.79,27197.61,44.53
2021-01-11T05:00+01:00,7837.33,26559.43,28114.93,42.74
2021-01-11T06:00+01:00,7833.48,29193.97,29726.06,54.62
2021-01-11T07:00+01:00,7847.95,31177.08,30400.07,67.11
2021-01-11T08:00+01:00,7849.09,31918.65,31627.69,70.59
2021-01-11T09:00+01:00,7853.66,32780.03,33350.27,58.32
2021-01-11T10:00+01:00,7850.03,32605.79,35191.93,55.89
2021-01-11T11:00+01:00,7801.28,33016.53,36750.17,54.49
2021-01-11T12:00+01:00,7691.76,33151.89,38102.24,53.35
2021-01-11T13:00+01:00,7641.35,33077.79,38185.81,48.39
2021-01-11T14:00+01:00,7631.73,32892.68,38237.93,49.57
2021-01-11T15:00+01:00,7635.88,33077.25,37429.38,50.96
2021-01-11T16:00+01:00,7581.66,32888.2,37675.04,49.12
2021-01-11T17:00+01:00,7525.56,33205.48,38506.94,53.44
2021-01-11T18:00+01:00,7520.26,32575.74,39831.83,47.94
2021-01-11T19:00+01:00,7525.19,31201.05,40648.01,42.16
2021-01-11T20:00+01:00,7494.1,28944.8,41352.61,38.03
2021-01-11T21:00+01:00,7455.22,24916.04,42569.28,34.24
2021-01-11T22:00+01:00,7483.07,21969.28,41855.2,34.01
2021-01-11T23:00+01:00,7413.57,20721.64,42503.71,27.39
2021-01-12T00:00+01:00,7454.59,18174.09,43268.86,18.96
2021-01-12T01:00+01:00,7357.11,18016.66,44995.48,15.82
2021-01-12T02:00+01:00,7429.54,17832.95,43428.2,19
2021-01-12T03:00+01:00,7479.72,17853.1,42180.88,24.14
2021-01-12T04:00+01:00,7394.14,18467.01,40297.05,27
2021-01-12T05:00+01:00,7180.52,20178.11,39140.12,35.94
2021-01-12T06:00+01:00,7203.8,24267.68,38503.92,40.96
2021-01-12T07:00+01:00,7471.87,28872.13,36347.47,54.51
2021-01-12T08:00+01:00,7646.31,31179.86,34690.9,60.64
2021-01-12T09:00+01:00,7660.39,31270.61,33845.72,54.96
2021-01-12T10:00+01:00,7872.38,31807.7,33675.69,56.5
2021-01-12T11:00+01:00,7983.19,32629.74,33917.97,57.88
2021-01-12T12:00+01:00,7982.65,33145.71,34453.64,59.64
2021-01-12T13:00+01:00,7951.95,32432.26,36627.2,54.94
2021-01-12T14:00+01:00,7946.87,32158.42,36091.86,51.55
2021-01-12T15:00+01:00,7962.26,33033.58,35373.49,55.56
2021-01-12T16:00+01:00,7948.15,33616.93,34663.81,63.01
2021-01-12T17:00+01:00,7925.52,33785.67,34994.93,64.6
2021-01-12T18:00+01:00,7787.41,33198.05,35999.04,61.89
2021-01-12T19:00+01:00,7597.86,32181.03,36767.59,54.9
2021-01-12T20:00+01:00,7582,30098.24,36989.59,53.25
2021-01-12T21:00+01:00,7551.67,28269.46,37073.83,44.84
2021-01-12T22:00+01:00,7555.93,27359.37,36379.77,38.68
2021-01-12T23:00+01:00,7552.38,25435.55,36294.74,37.24
2021-01-13T00:00+01:00,7549.11,23131.77,36417.3,34.59
2021-01-13T01:00+01:00,7569.22,21434.03,36194.44,33.47
2021-01-13T02:00+01:00,7572.22,21007.01,35892.35,32.36
2021-01-13T03:00+01:00,7570.76,21048.1,36680.85,30.84
2021-01-13T04:00+01:00,7576.87,21646.11,36957.75,31.68
2021-01-13T05:00+01:00,7540.51,23463.12,37824.48,36.81
2021-01-13T06:00+01:00,7620.25,26334.16,38413.42,41.87
2021-01-13T07:00+01:00,7569.39,28068.6,38656.69,46.21
2021-01-13T08:00+01:00,7631.4,28600.2,39894.76,56.14
2021-01-13T09:00+01:00,7562.03,28891.99,41422.85,47.71
2021-01-13T10:00+01:00,7563.37,28506.73,43751.86,46.23
2021-01-13T11:00+01:00,7548.63,27711.89,47346.85,43.82
2021-01-13T12:00+01:00,7558.12,26873.94,48915.56,41.22
2021-01-13T13:00+01:00,7550.47,26283.77,50097.69,40.04
2021-01-13T14:00+01:00,7553.91,26111.02,50046.48,39.47
2021-01-13T15:00+01:00,7554.18,26346.65,47991.89,41.17
2021-01-13T16:00+01:00,7534.63,26642.87,46650.11,45.91
2021-01-13T17:00+01:00,7523.18,27060.59,46225.99,55.49
2021-01-13T18:00+01:00,7546.41,26260.84,45132.31,54.51
2021-01-13T19:00+01:00,7541.6,26350.24,44105.59,49.28
2021-01-13T20:00+01:00,7551.18,26154.28,43306.44,48.65
2021-01-13T21:00+01:00,7549.91,25423.72,41717.62,41.89
2021-01-13T22:00+01:00,7540.3,25213.32,39812.04,41
2021-01-13T23:00+01:00,7531.6,24444.01,40526.54,38.97
2021-01-14T00:00+01:00,7389.75,21639.77,40976.28,37.3
2021-01-14T01:00+01:00,7344.9,20165.44,41070.59,36.91
2021-01-14T02:00+01:00,7772.08,19976,39240.2,36.98
2021-01-14T03:00+01:00,7938.18,20551.69,37980.31,39.82
2021-01-14T04:00+01:00,7999.05,23286.06,35121.3,43.2
2021-01-14T05:00+01:00,8138.75,27496.12,32177.2,46.45
2021-01-14T06:00+01:00,8102.09,31535.91,29183.76,60.04
2021-01-14T07:00+01:00,8147.62,37479.11,26001.89,79.9
2021-01-14T08:00+01:00,8168.4,39447.44,22182.97,88.82
2021-01-14T09:00+01:00,8176.04,40660.28,19579.7,89.27
2021-01-14T10:00+01:00,8176.86,41155.55,18371.63,89.63
2021-01-14T11:00+01:00,8175.74,40657.03,17670.63,91.05
2021-01-14T12:00+01:00,8173.55,40615.21,16941.88,88.75
2021-01-14T13:00+01:00,8173.01,40922.87,16068.29,87.1
2021-01-14T14:00+01:00,8180.32,41018.51,14743.98,83.98
2021-01-14T15:00+01:00,8185.64,41695.94,13575.12,79.96
2021-01-14T16:00+01:00,8192.66,42113.11,12870.37,83.42
2021-01-14T17:00+01:00,8191.08,42020.64,13814.56,100.67
2021-01-14T18:00+01:00,8189.95,42112.57,14910.48,90.16
2021-01-14T19:00+01:00,8187.8,41967.76,14793.61,87.7
2021-01-14T20:00+01:00,8184.49,40924.6,14201.28,74.58
2021-01-14T21:00+01:00,8182.84,39027.11,14329.52,62.74
2021-01-14T22:00+01:00,8179.29,37878.66,14214.62,59.82
2021-01-14T23:00+01:00,8180.27,36228.55,14317.42,55.6
2021-01-15T00:00+01:00,8173.1,34221.73,14824.71,48.98
2021-01-15T01:00+01:00,8173.98,33729.06,14907.74,48.66
2021-01-15T02:00+01:00,8172.39,32986.96,15115.83,47.7
2021-01-15T03:00+01:00,8154.08,32978.34,15456.67,46.6
2021-01-15T04:00+01:00,8170.32,32641.42,15307.03,48
2021-01-15T05:00+01:00,8157.78,34391.87,15989.59,51.52
2021-01-15T06:00+01:00,8146.32,37456.68,16746.88,62.97
2021-01-15T07:00+01:00,8163.89,40655.79,16197.47,77.94
2021-01-15T08:00+01:00,8190.6,42417.33,16038.56,94.07
2021-01-15T09:00+01:00,8192.6,43317.39,16440.11,97.76
2021-01-15T10:00+01:00,8198.92,43724.83,17085.14,90.69
2021-01-15T11:00+01:00,8203.37,43392.93,17878.5,86.97
2021-01-15T12:00+01:00,8207.76,43440.51,18362.77,79.25
2021-01-15T13:00+01:00,8195.58,43194.68,18412.01,76.64
2021-01-15T14:00+01:00,8193.1,43025.24,17879.19,77.14
2021-01-15T15:00+01:00,8193.09,43345.24,16461.22,76.98
2021-01-15T16:00+01:00,8198.22,44075.25,15060.74,82
2021-01-15T17:00+01:00,8194.23,44252.1,14163.87,99.5
2021-01-15T18:00+01:00,8197.89,44232.38,13733.03,98.02
2021-01-15T19:00+01:00,8198.63,43854.72,13193.27,95.01
2021-01-15T20:00+01:00,8199.67,43327.46,12535.03,77.2
2021-01-15T21:00+01:00,8191.15,41655.16,11631.58,67.18
2021-01-15T22:00+01:00,8182.09,40138.08,11230.29,63.19
2021-01-15T23:00+01:00,8185.47,38514,11189.84,55.42
2021-01-16T00:00+01:00,8183.78,34421.28,11110.85,58.41
2021-01-16T01:00+01:00,8178.92,33685.35,11144.65,55.65
2021-01-16T02:00+01:00,8174.22,33051.82,11104.04,52.16
2021-01-16T03:00+01:00,8177.08,32909.7,11022.95,51.18
2021-01-16T04:00+01:00,8179.92,32740.23,11162.72,49.51
2021-01-16T05:00+01:00,8183.3,32681.36,11378.42,48.52
2021-01-16T06:00+01:00,8184.97,32855.96,11439.02,48.74
2021-01-16T07:00+01:00,8174.02,33908.48,11570.82,51.43
2021-01-16T08:00+01:00,8182.51,35770.17,11927.09,61.16
2021-01-16T09:00+01:00,7871.7,37024.19,12457.17,64.75
2021-01-16T10:00+01:00,7943.58,37170.2,14204.1,63.77
2021-01-16T11:00+01:00,8144.5,37165.26,15630.18,62.13
2021-01-16T12:00+01:00,8141.04,37055.45,18046.05,55.01
2021-01-16T13:00+01:00,8139.06,36552.68,19377.47,50.66
2021-01-16T14:00+01:00,8140.91,36323.84,19043.03,49.48
2021-01-16T15:00+01:00,8185.5,36517.19,18351.66,50.65
2021-01-16T16:00+01:00,8186.21,36682.74,17683.58,57.7
2021-01-16T17:00+01:00,8182.84,37334.73,17607.32,65.01
2021-01-16T18:00+01:00,8176.85,37567.7,18561.32,66.4
2021-01-16T19:00+01:00,8181.21,37742.96,18490.95,63.76
2021-01-16T20:00+01:00,8169.41,37455.08,17681.48,57.47
2021-01-16T21:00+01:00,8166.67,35090.62,17520.69,52.98
2021-01-16T22:00+01:00,8173.98,32874.78,16994.55,53.2
2021-01-16T23:00+01:00,8176.73,31724.66,16023.91,50.56
2021-01-17T00:00+01:00,8173.65,30280.8,15266.52,47.99
2021-01-17T01:00+01:00,8173.08,29175.17,14110.18,47.74
2021-01-17T02:00+01:00,8172.03,28541.97,13440.4,47.18
2021-01-17T03:00+01:00,8164.96,28389.59,13042.3,46.09
2021-01-17T04:00+01:00,8169.35,28095.07,12631.91,45.8
2021-01-17T05:00+01:00,8166.45,27999.39,12678.02,45.42
2021-01-17T06:00+01:00,7878.24,28020.32,12691.57,46.46
2021-01-17T07:00+01:00,7874.66,28766.93,12690.86,47.64
2021-01-17T08:00+01:00,8167.92,31179.16,12591.16,47.42
2021-01-17T09:00+01:00,8170.91,33729,13103.95,51.13
2021-01-17T10:00+01:00,8174.12,34923.06,13514.36,56.5
2021-01-17T11:00+01:00,8184.34,35553.07,13815.65,59.94
2021-01-17T12:00+01:00,8179.83,35736.54,13999.52,55.51
2021-01-17T13:00+01:00,8179.01,35825.63,13771.41,52.82
2021-01-17T14:00+01:00,8183.14,35858.16,12602.78,49.95
2021-01-17T15:00+01:00,8191.36,35544.98,11302.54,53.48
2021-01-17T16:00+01:00,8190.68,35678.92,10477.72,60.6
2021-01-17T17:00+01:00,8185.7,35898.25,10688.49,67.05
2021-01-17T18:00+01:00,8188.58,35762.18,11560.37,72
2021-01-17T19:00+01:00,8181.2,35710.83,12779.32,67.78
2021-01-17T20:00+01:00,8170.57,35403.37,13695.21,62.45
2021-01-17T21:00+01:00,8171.24,34717.65,14982.83,56.61
2021-01-17T22:00+01:00,8164.9,34202.04,15734.07,57.07
2021-01-17T23:00+01:00,8154.94,33092.89,16756.35,51.34
2021-01-18T00:00+01:00,8147.26,31048.74,17380.39,50.22
2021-01-18T01:00+01:00,8138.15,30954.28,17400.11,47.94
2021-01-18T02:00+01:00,8140.39,30658.7,17387.34,47.67
