Datum (MEZ),Kernenergie,Nicht Erneuerbar,Erneuerbar,Day Ahead Auktion
,Leistung (MW),Leistung (MW),Leistung (MW),"Preis (EUR/MWh, EUR/tCO2)"
2021-03-05T23:00+01:00,8141.93,28569.74,14701.63,48.17
2021-03-06T00:00+01:00,8148.08,25723.93,14178.02,48
2021-03-06T01:00+01:00,8153.73,24636.03,14471.58,45.85
2021-03-06T02:00+01:00,8156.52,23618.63,15246.68,43.57
2021-03-06T03:00+01:00,8148.98,22578.01,16439.66,40.8
2021-03-06T04:00+01:00,8151.6,21952.36,17405.42,40.36
2021-03-06T05:00+01:00,8151.51,22873.51,17995.05,40.46
2021-03-06T06:00+01:00,8158.76,23763.51,18339.31,41.45
2021-03-06T07:00+01:00,8160.73,24618.43,19389.13,46.48
2021-03-06T08:00+01:00,8156.57,24521.86,24573.39,48.03
2021-03-06T09:00+01:00,8157.42,24370.63,31456.44,45.61
2021-03-06T10:00+01:00,8056.79,22651.36,38234.7,40.92
2021-03-06T11:00+01:00,7789.47,20560.44,42982.77,38.53
2021-03-06T12:00+01:00,7621.32,19533.32,44880.08,37.43
2021-03-06T13:00+01:00,7627.68,19165.07,44764.29,37.62
2021-03-06T14:00+01:00,7886.04,18436.18,42001.2,36.9
2021-03-06T15:00+01:00,8058.48,19021.79,37172.39,38.57
2021-03-06T16:00+01:00,8035.56,21001.07,30465.08,40.27
2021-03-06T17:00+01:00,7874.84,23551.92,22913,48.64
2021-03-06T18:00+01:00,7815.44,25727.61,19629.18,56.02
2021-03-06T19:00+01:00,7849.18,25788.7,20656.44,58.87
2021-03-06T20:00+01:00,7835.8,25850.91,22017.64,54.97
2021-03-06T21:00+01:00,7812.34,25696.58,22548.71,48.89
2021-03-06T22:00+01:00,7835.48,25658.12,22480.91,49.68
2021-03-06T23:00+01:00,7965.38,25636.85,22851.27,45.03
2021-03-07T00:00+01:00,8142.85,22866.49,22653.76,45.25
2021-03-07T01:00+01:00,8103.91,21037.46,23847.02,41.75
2021-03-07T02:00+01:00,8151.37,20745.27,22940.71,41.65
2021-03-07T03:00+01:00,8157.6,20613.07,22681.26,43.44
2021-03-07T04:00+01:00,8147.08,20680.38,22040.31,42.13
2021-03-07T05:00+01:00,8129.64,20961.71,22525.78,43.85
2021-03-07T06:00+01:00,8148.51,20899.54,22860.91,45.24
2021-03-07T07:00+01:00,8127.45,20875.14,23240.98,44.37
2021-03-07T08:00+01:00,7913.11,20899.08,28249.53,39.58
2021-03-07T09:00+01:00,7887.98,19384.21,36085.31,37.58
2021-03-07T10:00+01:00,7900.93,17486.88,41840.43,38.13
2021-03-07T11:00+01:00,7865.14,16586.42,45360.06,38.79
2021-03-07T12:00+01:00,7826.29,16428.47,47065.89,38.55
2021-03-07T13:00+01:00,7671.74,15725.94,47169.17,37.52
2021-03-07T14:00+01:00,7777.44,15970.14,44338.27,38.11
2021-03-07T15:00+01:00,7771.62,17286.95,39358.04,40
2021-03-07T16:00+01:00,7812.43,20056.24,32752.29,42.4
2021-03-07T17:00+01:00,7788.6,23882.1,25157.15,47.67
2021-03-07T18:00+01:00,7832.77,27329.34,20532.82,55.84
2021-03-07T19:00+01:00,8104.61,28200.95,19543.01,60.91
2021-03-07T20:00+01:00,8129.45,28476.42,18923.08,56.77
2021-03-07T21:00+01:00,8140.3,28111.42,18238.32,54.27
2021-03-07T22:00+01:00,8136.53,28295.12,17246.21,53
2021-03-07T23:00+01:00,8137.84,28076.38,16251.76,48.99
2021-03-08T00:00+01:00,8138.58,27549.18,15020.7,47.3
2021-03-08T01:00+01:00,8147.37,26621.22,13691.34,45.5
2021-03-08T02:00+01:00,8142.17,26953.36,12406.06,44.48
2021-03-08T03:00+01:00,8152.13,27255.17,11747.44,43.02
2021-03-08T04:00+01:00,8133.71,28633.76,11294.54,45
2021-03-08T05:00+01:00,8165.64,29615.4,10723.92,50.06
2021-03-08T06:00+01:00,8129.14,32980.52,10417.6,63.92
2021-03-08T07:00+01:00,8170.52,35293.75,10965.69,79.27
2021-03-08T08:00+01:00,8178.45,36261.17,15491.94,86.66
2021-03-08T09:00+01:00,8179.2,36355.38,21979.31,67.9
2021-03-08T10:00+01:00,8179.5,35677.73,27393.47,59.34
2021-03-08T11:00+01:00,8166.52,35264.34,32005.25,57.73
2021-03-08T12:00+01:00,8163.42,34721.69,33830.36,55.77
2021-03-08T13:00+01:00,8157.94,34647.12,33176.56,54.48
2021-03-08T14:00+01:00,8153.03,34604.14,29926.68,54.15
2021-03-08T15:00+01:00,8149.3,35067.87,24594.64,55.41
2021-03-08T16:00+01:00,8145.62,35516.36,18502.29,58.64
2021-03-08T17:00+01:00,8152.02,37331.39,12710.96,70
2021-03-08T18:00+01:00,8148.62,38917.31,9993.99,100.87
2021-03-08T19:00+01:00,8146.18,39045.43,11545.89,103.71
2021-03-08T20:00+01:00,8147.03,38189.55,12640.34,66.18
2021-03-08T21:00+01:00,8149.59,36624.84,13365.41,59.16
2021-03-08T22:00+01:00,8157.86,35521.52,13747.11,56.87
2021-03-08T23:00+01:00,8156.4,34227.3,13757.02,53.14
2021-03-09T00:00+01:00,8153.46,33256.07,13793.23,47.52
2021-03-09T01:00+01:00,8155.78,32128.21,14064.46,46.66
2021-03-09T02:00+01:00,8155.64,30811.15,14294.6,43.77
2021-03-09T03:00+01:00,8160.14,30810.11,13807.14,43.09
2021-03-09T04:00+01:00,8159.3,31907.82,13031.21,43.59
2021-03-09T05:00+01:00,8159.28,34019.83,12674.19,48.26
2021-03-09T06:00+01:00,8149.59,36620.05,12975.92,61.7
2021-03-09T07:00+01:00,8169.22,39313.46,13736.06,73.4
2021-03-09T08:00+01:00,8171.39,39678.45,17342.99,81.35
2021-03-09T09:00+01:00,8182.34,39167.83,21789.22,72.55
2021-03-09T10:00+01:00,8175.65,38247.83,26064.69,63.02
2021-03-09T11:00+01:00,8165.77,37941.6,28750.59,59.7
2021-03-09T12:00+01:00,8158.51,37429.55,29621.31,57.94
2021-03-09T13:00+01:00,8154.7,37344.49,28034.24,56.47
2021-03-09T14:00+01:00,8149.09,36808.44,24467.42,56.49
2021-03-09T15:00+01:00,8153.32,37376.4,20086.62,57.39
2021-03-09T16:00+01:00,8140.4,38240.62,15353.48,57.05
2021-03-09T17:00+01:00,8146.05,38857.83,11158.87,65
2021-03-09T18:00+01:00,8151.11,39986.86,9471.25,90.16
2021-03-09T19:00+01:00,8143.43,40223.47,9813.52,93.3
2021-03-09T20:00+01:00,8140.91,40292.33,9992.93,70
2021-03-09T21:00+01:00,8150.06,39327.25,10132.76,61.7
2021-03-09T22:00+01:00,8150.36,38333.06,9825.43,58.3
2021-03-09T23:00+01:00,8148.09,36545.41,9770.16,53.57
2021-03-10T00:00+01:00,8146.13,34038.45,9967.17,55.57
2021-03-10T01:00+01:00,8145.16,32549.59,10162.86,53.05
2021-03-10T02:00+01:00,8139.44,32384.31,10107.64,50.03
2021-03-10T03:00+01:00,8143.32,32388.01,10244.12,49.04
2021-03-10T04:00+01:00,8140.36,32468.71,10697.33,49
2021-03-10T05:00+01:00,8138.87,32995.7,11581.39,53.08
2021-03-10T06:00+01:00,8138.22,33720.25,12427.11,58.9
2021-03-10T07:00+01:00,8143.19,34084.37,14470.94,69.9
2021-03-10T08:00+01:00,8137.57,34090.32,18266.43,68.08
2021-03-10T09:00+01:00,8138.39,33769.32,23097.83,58.48
2021-03-10T10:00+01:00,8132.87,33500.52,27544.28,50.95
2021-03-10T11:00+01:00,8129.29,32271.84,31597.45,50.39
2021-03-10T12:00+01:00,8123.41,29943.72,34873.83,47.26
2021-03-10T13:00+01:00,8110.7,27537.1,36321.37,45.98
2021-03-10T14:00+01:00,8037.38,25637.89,36348.29,45.77
2021-03-10T15:00+01:00,8112.23,25707.09,34379.26,47.1
2021-03-10T16:00+01:00,8108.07,26824.9,30561.17,49.03
2021-03-10T17:00+01:00,8116.45,27664.29,27389.13,55.1
2021-03-10T18:00+01:00,8025.27,27941.12,28102.16,58.51
2021-03-10T19:00+01:00,7932.39,27562.24,32648.01,56.88
2021-03-10T20:00+01:00,7807.77,24688.36,36294.5,45.04
2021-03-10T21:00+01:00,7739.16,20573.19,40376.56,41.36
2021-03-10T22:00+01:00,7633.77,16912.98,41205.08,37.11
2021-03-10T23:00+01:00,7644.65,15196.9,42838.1,24.12
2021-03-11T00:00+01:00,7593.3,11613.02,43825.7,17.8
2021-03-11T01:00+01:00,7546.17,10881.32,44318.34,0.1
2021-03-11T02:00+01:00,6959.91,10887.21,45588.09,0.01
2021-03-11T03:00+01:00,6871.02,10781.21,46393.7,0
2021-03-11T04:00+01:00,6782.51,10772.64,46733.85,0.03
2021-03-11T05:00+01:00,7319.07,10956.32,48259.13,14.95
2021-03-11T06:00+01:00,7409.7,11445.85,50646.33,24.97
2021-03-11T07:00+01:00,7688.18,12394.64,51318.81,37.9
2021-03-11T08:00+01:00,7851.31,13189.66,50897.53,39.83
2021-03-11T09:00+01:00,7794.29,13052.97,52465.8,38.28
2021-03-11T10:00+01:00,7776.27,13019.51,54905.61,35.84
2021-03-11T11:00+01:00,7775.13,12834.49,58377.22,35.76
2021-03-11T12:00+01:00,7705.38,12622.95,61031.19,37.88
2021-03-11T13:00+01:00,7720.23,12518.48,62825.86,30.27
2021-03-11T14:00+01:00,7781.2,12327.52,61222.61,26.21
2021-03-11T15:00+01:00,7732.71,12378.99,60192.89,30.77
2021-03-11T16:00+01:00,7698.96,12393.14,58112.48,34.09
2021-03-11T17:00+01:00,7752.19,12754.33,52966.27,38.97
2021-03-11T18:00+01:00,7734.34,14400.3,50616.87,48.33
2021-03-11T19:00+01:00,7720.09,14338.32,50169.15,55.93
2021-03-11T20:00+01:00,7739.47,13673.35,48207.08,39.98
2021-03-11T21:00+01:00,7747.01,12326.66,46355.83,31.23
2021-03-11T22:00+01:00,7747.11,11685.77,45071.01,27.08
2021-03-11T23:00+01:00,7598.65,10988.4,46513.56,12.13
2021-03-12T00:00+01:00,7644.44,9862.41,46945.08,17.61
2021-03-12T01:00+01:00,7689.75,9711.64,47113.01,15.8
2021-03-12T02:00+01:00,7670.26,9798.28,46878.18,4.59
2021-03-12T03:00+01:00,7563.47,9878.02,47722.9,4.58
2021-03-12T04:00+01:00,7629.29,9870.84,47870.69,10.71
2021-03-12T05:00+01:00,7560.54,10024.54,48130.47,21.02
2021-03-12T06:00+01:00,7613.99,11368.39,49177.01,32.63
2021-03-12T07:00+01:00,7715.56,12289.46,49193.9,39.95
2021-03-12T08:00+01:00,7770.2,12172.17,52897.58,36.33
2021-03-12T09:00+01:00,7671.13,11276.43,59782.4,24.12
2021-03-12T10:00+01:00,7546.52,10830.48,64931.58,0.07
2021-03-12T11:00+01:00,7485.97,10193.49,67487.92,0.01
2021-03-12T12:00+01:00,7560.02,10169.75,68462.83,-5.09
2021-03-12T13:00+01:00,7513.61,10270.23,67287.55,-1.14
2021-03-12T14:00+01:00,7341.44,10280.25,64714.25,0.09
2021-03-12T15:00+01:00,7349.11,10620.3,60950.44,25.35
2021-03-12T16:00+01:00,7582.56,11059.67,54910.98,28.21
2021-03-12T17:00+01:00,7641.5,11850.28,48275.31,39.99
2021-03-12T18:00+01:00,7607.18,12890.95,45025.71,50.58
2021-03-12T19:00+01:00,7653.95,13211.24,45675.39,52.84
2021-03-12T20:00+01:00,7638.63,12499.37,47354.72,37.95
2021-03-12T21:00+01:00,7601.24,11638.21,47595.35,31.56
2021-03-12T22:00+01:00,7584.18,11082.76,45708.83,34.3
2021-03-12T23:00+01:00,7571.16,10706.56,45161.31,32.81
2021-03-13T00:00+01:00,7523.68,9816.7,44720.4,26.61
2021-03-13T01:00+01:00,7515.92,9723.17,43608.85,24.58
2021-03-13T02:00+01:00,7454.75,9514.15,43383.74,20.73
2021-03-13T03:00+01:00,7402.36,9451.3,42842.11,17.32
2021-03-13T04:00+01:00,7403.5,9486.94,42552.24,18.23
2021-03-13T05:00+01:00,7247.22,9534.94,42729.01,17.4
2021-03-13T06:00+01:00,7067.15,9547.66,44413.93,22.84
2021-03-13T07:00+01:00,6705.25,9645.16,46886.21,17.15
2021-03-13T08:00+01:00,6488.83,9774.41,51255.59,4.07
2021-03-13T09:00+01:00,6125.09,9740.7,56198.92,2.95
2021-03-13T10:00+01:00,6017.72,9639.01,59337.42,0.08
2021-03-13T11:00+01:00,6013.05,9593.83,61054.56,0
2021-03-13T12:00+01:00,5733.61,9523.65,62720.99,-3.17
2021-03-13T13:00+01:00,5707.55,9473.45,60592.9,-8.66
2021-03-13T14:00+01:00,5753.88,9326.09,58519.75,-8.74
2021-03-13T15:00+01:00,5853.16,9329.33,58049.86,-4.7
2021-03-13T16:00+01:00,6103.16,9401.26,55319.83,-0.99
2021-03-13T17:00+01:00,7015.7,9649.7,53412.84,16.1
2021-03-13T18:00+01:00,7346.61,10110.96,51628.31,32.5
2021-03-13T19:00+01:00,7446.48,10256.38,52158.52,42.63
2021-03-13T20:00+01:00,6991.79,9810.23,52064.26,24.94
2021-03-13T21:00+01:00,7025.81,9618.06,51887.08,4.38
2021-03-13T22:00+01:00,6951.04,9582.63,50967.56,20.02
2021-03-13T23:00+01:00,7132.55,9454.46,47948.44,-0.01
2021-03-14T00:00+01:00,7030.51,8740.36,47336.59,-4.92
2021-03-14T01:00+01:00,7060.01,8301.17,45939.75,-2.94
2021-03-14T02:00+01:00,6835.21,8201.83,46465.27,-0.1
2021-03-14T03:00+01:00,6940.76,8181.36,45214.8,-1.06
2021-03-14T04:00+01:00,6937.77,8066.76,44452.16,-0.08
2021-03-14T05:00+01:00,6946.33,7869.6,42101.9,-0.02
2021-03-14T06:00+01:00,6970.37,8087.77,40994.87,-0.1
2021-03-14T07:00+01:00,7006.31,8409.6,41282.38,0
2021-03-14T08:00+01:00,7595.08,8357.26,42959.13,4.66
2021-03-14T09:00+01:00,8098.79,8715.83,45519.05,19.91
2021-03-14T10:00+01:00,8089.56,8760.49,47714.04,14.15
2021-03-14T11:00+01:00,8048.68,8663.17,49314.13,9.97
2021-03-14T12:00+01:00,8089.11,8507.53,50787.46,8.51
2021-03-14T13:00+01:00,8075.33,8530.2,49772.86,-0.01
2021-03-14T14:00+01:00,8042.68,8505.86,48458.58,-0.02
2021-03-14T15:00+01:00,8050.22,8409.55,46524.02,0.13
2021-03-14T16:00+01:00,8075.01,8702.45,41674.79,17.2
2021-03-14T17:00+01:00,8112.14,10290.67,35622.79,28.86
2021-03-14T18:00+01:00,8067.66,12991.72,32449.37,49.51
2021-03-14T19:00+01:00,8045.09,13172.79,32171.97,57.28
2021-03-14T20:00+01:00,7927.66,13232.29,31622.16,45.26
2021-03-14T21:00+01:00,7790.55,12939.74,32511.52,43.76
2021-03-14T22:00+01:00,7829.51,12856.86,31235.44,46.9
2021-03-14T23:00+01:00,7864.4,12331.88,30543.13,41.23
2021-03-15T00:00+01:00,7903.45,11231.16,30027.59,40.67
2021-03-15T01:00+01:00,8035.23,10778.99,29457.84,37.01
2021-03-15T02:00+01:00,8107.39,10663.45,29496.49,36.07
2021-03-15T03:00+01:00,8036.56,10732.1,29944.85,35.03
2021-03-15T04:00+01:00,7852.8,11768.33,30218.14,33.26
2021-03-15T05:00+01:00,7971.97,13543.59,30686.86,40.69
2021-03-15T06:00+01:00,7957.37,16594.64,31212.77,55.6
2021-03-15T07:00+01:00,7848.13,18618.66,31668.46,62.47
2021-03-15T08:00+01:00,7843.23,19651.67,34424.4,64.89
2021-03-15T09:00+01:00,7871.98,19884.42,37949.16,61.55
2021-03-15T10:00+01:00,7877.95,20201.86,41411.67,55.05
2021-03-15T11:00+01:00,7851.24,20493.17,43459.46,50.42
2021-03-15T12:00+01:00,7827.38,20243.33,46655.29,47.98
2021-03-15T13:00+01:00,7708.33,19386.85,48701.1,45.2
2021-03-15T14:00+01:00,7680.1,18453.79,49587.6,40.77
2021-03-15T15:00+01:00,7731.16,18036.36,48042.04,39.52
2021-03-15T16:00+01:00,7764.99,18398.02,44933.05,42.61
2021-03-15T17:00+01:00,7833.3,19315.7,40184.36,50.6
2021-03-15T18:00+01:00,7867.84,20886.69,37185.74,61.97
2021-03-15T19:00+01:00,7938.4,20953.46,36601.75,67.82
2021-03-15T20:00+01:00,7951.28,21058.37,36892.05,59.93
2021-03-15T21:00+01:00,7971.85,20923.78,36539.65,55.9
2021-03-15T22:00+01:00,7968.79,20241.33,35180.43,50.76
2021-03-15T23:00+01:00,7958.63,19100.5,34238.32,46.86
2021-03-16T00:00+01:00,7965.42,17833.65,34040.63,45.46
2021-03-16T01:00+01:00,7973.64,17500.89,33156.09,44.76
2021-03-16T02:00+01:00,7992.9,17595.16,32120.92,44.77
2021-03-16T03:00+01:00,8044.69,17613.57,31636.55,43.08
2021-03-16T04:00+01:00,8073.23,18302.93,31521.37,44.1
2021-03-16T05:00+01:00,8118.18,20369.65,30334.88,47.4
2021-03-16T06:00+01:00,8115.31,22761.51,30060.33,59.1
2021-03-16T07:00+01:00,8108.51,25428.42,29601.93,66.29
2021-03-16T08:00+01:00,8119.54,26628.39,30558.98,68.92
2021-03-16T09:00+01:00,8133.71,27445.5,33497.46,62.49
2021-03-16T10:00+01:00,8134.59,27112.09,36408.55,59.93
2021-03-16T11:00+01:00,8133.68,27804.55,37552.49,58.62
2021-03-16T12:00+01:00,8010.92,27893.16,37879.1,54.84
2021-03-16T13:00+01:00,7857.94,27816.43,37659.04,48.08
2021-03-16T14:00+01:00,7878.44,27714.47,35658.76,48.61
2021-03-16T15:00+01:00,7980.78,28073.5,32918.04,52.98
2021-03-16T16:00+01:00,8133.66,28570.67,27889.65,59.99
2021-03-16T17:00+01:00,8131.35,29280.67,22352.95,65.96
2021-03-16T18:00+01:00,8126.68,30064.92,17634.9,70.7
2021-03-16T19:00+01:00,8124.29,30115.46,17464.83,77.71
2021-03-16T20:00+01:00,8132.16,29878.24,16398.76,61.4
2021-03-16T21:00+01:00,8132.4,29223.51,16163.72,56.01
2021-03-16T22:00+01:00,8137.9,27866.13,15879.27,53.88
2021-03-16T23:00+01:00,8139.49,25479.48,15455.62,49.19
2021-03-17T00:00+01:00,8141.92,24416.69,15378.98,46.14
2021-03-17T01:00+01:00,8140.34,23093.02,15564.93,45.47
2021-03-17T02:00+01:00,8117.95,22266.75,16360.9,44.45
2021-03-17T03:00+01:00,8111.12,22314.57,16854.02,44.4
2021-03-17T04:00+01:00,8115.89,23201.91,17117.09,45.39
2021-03-17T05:00+01:00,8125.25,25079.77,16995.86,48.83
2021-03-17T06:00+01:00,8138.83,28241.86,16926.64,53.81
2021-03-17T07:00+01:00,8146.44,31142.2,16902.72,63.21
2021-03-17T08:00+01:00,8162.26,31776.79,18886.33,64
2021-03-17T09:00+01:00,8165.48,32067.98,21037.99,62.55
2021-03-17T10:00+01:00,8168.23,31845.73,23358.1,57.51
2021-03-17T11:00+01:00,8155.01,31956.99,25137.08,59.57
2021-03-17T12:00+01:00,8150.52,31690.03,25996.57,54.82
2021-03-17T13:00+01:00,8156.53,31476.36,26516.76,51.69
2021-03-17T14:00+01:00,8154.39,31054.64,26266.66,50.31
2021-03-17T15:00+01:00,8145.5,30447.92,25334.73,49.95
2021-03-17T16:00+01:00,8150.24,30925.04,21825.79,55.64
2021-03-17T17:00+01:00,8155.49,32703.58,16812.27,66.2
2021-03-17T18:00+01:00,8146.3,33701.01,12561.9,77.79
2021-03-17T19:00+01:00,8155.92,34161.05,12517.1,85
2021-03-17T20:00+01:00,8160.3,33962.05,11866.33,69.28
2021-03-17T21:00+01:00,8160.54,33232.89,11832.04,64.55
2021-03-17T22:00+01:00,8168.13,32242.64,11623.03,62.46
2021-03-17T23:00+01:00,8171.99,31116.56,11120.73,60.46
2021-03-18T00:00+01:00,8174.78,30108.1,10363.01,51.12
2021-03-18T01:00+01:00,8176.27,28468.89,10035.26,49.56
2021-03-18T02:00+01:00,8180.16,28073.57,9501.83,48.17
2021-03-18T03:00+01:00,8178.51,27857.23,9486.76,47.94
2021-03-18T04:00+01:00,8175.54,28573.4,9465.24,47.03
2021-03-18T05:00+01:00,8177.91,30153.68,9241.31,51.53
2021-03-18T06:00+01:00,8177.09,33053.84,8975.79,66.05
2021-03-18T07:00+01:00,8176.52,34309.13,10072.9,79.15
2021-03-18T08:00+01:00,8183.49,35345.38,13859.8,78.34
2021-03-18T09:00+01:00,8184.05,35156.4,18837.55,75
2021-03-18T10:00+01:00,8178.08,34963.7,23505.6,69.51
2021-03-18T11:00+01:00,8171.17,34363.96,25088.18,68
2021-03-18T12:00+01:00,8165.23,34930.36,25559.15,65.31
2021-03-18T13:00+01:00,8153.54,34770.97,25887.63,62.21
2021-03-18T14:00+01:00,8153.28,34363.09,25214.14,61.15
2021-03-18T15:00+01:00,8150.81,34024.61,22996.85,62.9
2021-03-18T16:00+01:00,8148.76,34230.12,18946.73,64.53
2021-03-18T17:00+01:00,8148.46,34748.45,14884.39,75.22
2021-03-18T18:00+01:00,8147.3,35316.25,12434.95,88.99
2021-03-18T19:00+01:00,8149.38,35225.73,12546.54,98.71
2021-03-18T20:00+01:00,8150.67,35012.94,12705.32,70.91
2021-03-18T21:00+01:00,8148.43,34102.05,13818.73,61.9
2021-03-18T22:00+01:00,8149.98,32042.74,13895.32,60.12
2021-03-18T23:00+01:00,8145.98,29711.29,14538.02,53.23
2021-03-19T00:00+01:00,8147.23,27898.83,14615.48,61.12
2021-03-19T01:00+01:00,8147.33,26799.48,14255.85,56.24
2021-03-19T02:00+01:00,8152.55,26414.52,14282.86,50.89
2021-03-19T03:00+01:00,8156.46,26251.23,14185.64,48.5
2021-03-19T04:00+01:00,8155.98,26234.28,14912.83,50
2021-03-19T05:00+01:00,8163.85,27250.18,15521.13,52.1
2021-03-19T06:00+01:00,8159.22,28506.51,16281.46,67.02
2021-03-19T07:00+01:00,8164.87,29464.21,17486,71.55
2021-03-19T08:00+01:00,8170.66,29678.88,20881.58,71.53
2021-03-19T09:00+01:00,8170.48,29948.47,24854.51,64.1
2021-03-19T10:00+01:00,8158.86,28443.41,31063.74,50.42
2021-03-19T11:00+01:00,8152.3,25360.45,36192.31,45.31
2021-03-19T12:00+01:00,8147.71,23064.26,39728.79,44.53
2021-03-19T13:00+01:00,8143.03,21977.86,40046.28,43.5
2021-03-19T14:00+01:00,8145.91,21477.53,40296.79,43.16
2021-03-19T15:00+01:00,8147.15,21571.29,37806.27,43.53
2021-03-19T16:00+01:00,8148.67,23849.47,33729.78,47.67
2021-03-19T17:00+01:00,8150.56,26330.14,27801.36,55.58
2021-03-19T18:00+01:00,8165.16,28618.8,21410.51,65.96
2021-03-19T19:00+01:00,8161.52,29064.17,19807.06,72.99
2021-03-19T20:00+01:00,8096.55,28885.89,18612.55,66.4
2021-03-19T21:00+01:00,7814.96,28467.28,17274.25,61.99
2021-03-19T22:00+01:00,7462.13,28316.44,15821.93,60.64
2021-03-19T23:00+01:00,6978.33,27740.89,14166.01,60.11
2021-03-20T00:00+01:00,6825.5,26673.91,12987.91,58.82
2021-03-20T01:00+01:00,6825.88,26360.37,12094.77,55.74
2021-03-20T02:00+01:00,6816.95,25973.59,11751.47,56.35
2021-03-20T03:00+01:00,6814.3,25040.37,12119.04,50.81
2021-03-20T04:00+01:00,6816.9,24611.37,12324.54,50
2021-03-20T05:00+01:00,6818.42,24750.23,12938.68,51.03
2021-03-20T06:00+01:00,6806.98,24697.73,13480.97,52.54
2021-03-20T07:00+01:00,6820.61,24853.81,15367.63,56.72
2021-03-20T08:00+01:00,6817.74,24916.67,20431.06,53.36
2021-03-20T09:00+01:00,6817.66,24292.19,27362.97,51.29
2021-03-20T10:00+01:00,6819.61,21961.14,32323.87,47.07
2021-03-20T11:00+01:00,6802.84,21133.26,36590.13,45.67
2021-03-20T12:00+01:00,6805.15,20090.92,39302.97,45.08
2021-03-20T13:00+01:00,6634.99,18058.6,40773.64,43.05
2021-03-20T14:00+01:00,6720.17,16834.37,40072.03,40.98
2021-03-20T15:00+01:00,6775.3,16992.19,36514.74,44
2021-03-20T16:00+01:00,6766.71,17977.84,31909.28,44.92
2021-03-20T17:00+01:00,6618.17,21439.76,27366.42,49.94
2021-03-20T18:00+01:00,6531.88,23285.68,24586.92,62.5
2021-03-20T19:00+01:00,6489.37,23901.33,26049.57,68.09
2021-03-20T20:00+01:00,6490.18,23443.07,27582.71,59.94
2021-03-20T21:00+01:00,6462.37,22254.25,28871.23,49.03
2021-03-20T22:00+01:00,6503,20810.32,29870.08,48.92
2021-03-20T23:00+01:00,6473.46,19966.68,31549.4,46.4
2021-03-21T00:00+01:00,6427.95,16929.94,32102.04,39.65
2021-03-21T01:00+01:00,6346.47,15829.44,32636.67,29.02
2021-03-21T02:00+01:00,6371.19,14704.79,33123.17,31.43
2021-03-21T03:00+01:00,6363.04,15036.59,32906.78,26.74
2021-03-21T04:00+01:00,6354.79,14555.18,33514.13,26.79
2021-03-21T05:00+01:00,6344.37,14713.88,34411.77,23.66
2021-03-21T06:00+01:00,6252.16,14212.03,36256.38,13.8
2021-03-21T07:00+01:00,6237.52,14517.67,36991.06,22.87
2021-03-21T08:00+01:00,6290.78,14618.76,39145.57,29.67
2021-03-21T09:00+01:00,6332.03,14724.15,41739.73,31.21
2021-03-21T10:00+01:00,6325.51,15189.73,43439.66,28.17
2021-03-21T11:00+01:00,6370.42,15628.73,45604.74,34.87
2021-03-21T12:00+01:00,6448.58,15715.77,47537.46,33.46
2021-03-21T13:00+01:00,6443.25,14507.48,47475.28,23.34
2021-03-21T14:00+01:00,6259.65,13994.77,47696.28,21.2
2021-03-21T15:00+01:00,6163.83,13895.61,46437.78,22.59
2021-03-21T16:00+01:00,6224.06,13931.33,43800.59,30
2021-03-21T17:00+01:00,6339.41,15575.66,39488.29,41.3
2021-03-21T18:00+01:00,6422.39,21088.73,35231.24,56.05
2021-03-21T19:00+01:00,6477.09,22519.15,33180.2,64.82
2021-03-21T20:00+01:00,6487.36,22925.86,32536.18,59.47
2021-03-21T21:00+01:00,6467.85,22253.48,30485.83,54.8
2021-03-21T22:00+01:00,6492.8,21851.97,28181.66,55.27
2021-03-21T23:00+01:00,6490.92,21038.11,27031.06,49.85
2021-03-22T00:00+01:00,6480.1,19963.51,25349.78,49.55
2021-03-22T01:00+01:00,6640.87,20126.83,24681.11,48.74
2021-03-22T02:00+01:00,6643,20725.29,23546.76,47.76
2021-03-22T03:00+01:00,6654.44,20954.68,22382.34,47.01
2021-03-22T04:00+01:00,6665.22,22387.86,21229.41,47.4
2021-03-22T05:00+01:00,6654.34,25437.7,19994.85,50.56
2021-03-22T06:00+01:00,6764.65,29397.1,19104.8,62
2021-03-22T07:00+01:00,6781.62,31862.4,18736.44,73
2021-03-22T08:00+01:00,6796.74,32640.65,19859.65,74.9
2021-03-22T09:00+01:00,6802.12,33114.57,22909.88,71.6
2021-03-22T10:00+01:00,6797.6,32570.43,25613.08,65.46
2021-03-22T11:00+01:00,6789.66,31902.6,27477.52,62.43
2021-03-22T12:00+01:00,6792.99,32274.12,28135.59,59.41
2021-03-22T13:00+01:00,6793.18,31910.08,28394.73,53.78
2021-03-22T14:00+01:00,6783.21,31724.57,27382.77,51.95
2021-03-22T15:00+01:00,6782.12,31920.63,25661.8,51.01
2021-03-22T16:00+01:00,6782.99,32022.11,23292.69,54.01
2021-03-22T17:00+01:00,6783.82,33590.79,19565.49,63.98
2021-03-22T18:00+01:00,6792.73,34871.45,16391.46,75.5
2021-03-22T19:00+01:00,6783.95,35101.72,16980.55,90.47
2021-03-22T20:00+01:00,6795.27,34800.56,17347.05,75
2021-03-22T21:00+01:00,6796.87,34237.42,17118.59,65.43
2021-03-22T22:00+01:00,6789.91,33141.09,16860.63,60.8
2021-03-22T23:00+01:00,6784.14,30887.27,16941.53,49.7
