Dates,Production,Purchased,FeedIn,Consumption,SelfConsumption,Pred,data,Preis
2021-06-01 00:00:00,0.0,222.0,0.0,222.0,0.0,,Normal,86.65599999999999
2021-06-01 01:00:00,0.0,142.0,0.0,142.0,0.0,,Normal,83.008
2021-06-01 02:00:00,0.0,148.0,0.0,148.0,0.0,,Normal,80.08
2021-06-01 03:00:00,0.0,159.0,0.0,159.0,0.0,,Normal,79.756
2021-06-01 04:00:00,0.0,123.0,0.0,123.0,0.0,,Normal,80.62
2021-06-01 05:00:00,0.0,156.0,0.0,156.0,0.0,,Normal,86.67999999999999
2021-06-01 06:00:00,114.0,82.0,6.0,190.0,108.0,,Normal,107.068
2021-06-01 07:00:00,314.0,93.0,124.0,283.0,190.0,,Normal,115.22800000000001
2021-06-01 08:00:00,1270.0,0.0,1060.0,210.0,210.0,,Normal,116.8
2021-06-01 09:00:00,2697.0,0.0,2428.0,269.0,269.0,,Normal,106.12
2021-06-01 10:00:00,4018.0,0.0,3625.0,393.0,393.0,,Normal,90.22
2021-06-01 11:00:00,4996.0,0.0,4611.0,385.0,385.0,,Normal,85.6
2021-06-01 12:00:00,5235.0,0.0,4820.0,415.0,415.0,,Normal,82.036
2021-06-01 13:00:00,5393.0,0.0,4245.0,1148.0,1148.0,,Normal,79.624
2021-06-01 14:00:00,5173.0,0.0,4830.0,343.0,343.0,,Normal,78.75999999999999
2021-06-01 15:00:00,5114.0,0.0,4706.0,408.0,408.0,,Normal,80.57199999999999
2021-06-01 16:00:00,4391.0,0.0,3968.0,423.0,423.0,,Normal,82.036
2021-06-01 17:00:00,3147.0,0.0,2840.0,307.0,307.0,,Normal,96.976
2021-06-01 18:00:00,1678.0,0.0,1447.0,231.0,231.0,,Normal,107.512
2021-06-01 19:00:00,482.0,13.0,241.0,254.0,241.0,,Normal,116.32000000000001
2021-06-01 20:00:00,76.0,252.0,2.0,326.0,74.0,,Normal,114.448
2021-06-01 21:00:00,0.0,337.0,0.0,337.0,0.0,,Normal,108.88
2021-06-01 22:00:00,0.0,318.0,0.0,318.0,0.0,,Normal,102.652
2021-06-01 23:00:00,0.0,249.0,0.0,249.0,0.0,,Normal,92.776
2021-06-02 00:00:00,0.0,227.0,0.0,227.0,0.0,,Normal,90.28
2021-06-02 01:00:00,0.0,166.0,0.0,166.0,0.0,,Normal,85.92399999999999
2021-06-02 02:00:00,0.0,141.0,0.0,141.0,0.0,,Normal,83.29599999999999
2021-06-02 03:00:00,0.0,145.0,0.0,145.0,0.0,,Normal,84.28
2021-06-02 04:00:00,0.0,172.0,0.0,172.0,0.0,,Normal,84.148
2021-06-02 05:00:00,1.0,164.0,0.0,165.0,1.0,,Normal,88.732
2021-06-02 06:00:00,112.0,202.0,8.0,306.0,104.0,,Normal,106.46799999999999
2021-06-02 07:00:00,305.0,969.0,0.0,1274.0,305.0,,Normal,110.19999999999999
2021-06-02 08:00:00,1255.0,78.0,921.0,412.0,334.0,,Normal,109.62400000000001
2021-06-02 09:00:00,2701.0,0.0,2392.0,309.0,309.0,,Normal,99.08800000000001
2021-06-02 10:00:00,3942.0,0.0,3599.0,343.0,343.0,,Normal,87.208
2021-06-02 11:00:00,4920.0,0.0,4462.0,458.0,458.0,,Normal,81.03999999999999
2021-06-02 12:00:00,5204.0,0.0,4815.0,389.0,389.0,,Normal,79.14399999999999
2021-06-02 13:00:00,5215.0,0.0,4794.0,421.0,421.0,,Normal,77.104
2021-06-02 14:00:00,5379.0,0.0,4319.0,1060.0,1060.0,,Normal,76.87599999999999
2021-06-02 15:00:00,4996.0,0.0,4587.0,409.0,409.0,,Normal,76.96
2021-06-02 16:00:00,4286.0,0.0,3895.0,391.0,391.0,,Normal,80.524
2021-06-02 17:00:00,3057.0,0.0,2757.0,300.0,300.0,,Normal,93.22
2021-06-02 18:00:00,1633.0,0.0,1423.0,210.0,210.0,,Normal,106.456
2021-06-02 19:00:00,458.0,13.0,271.0,200.0,187.0,,Normal,112.288
2021-06-02 20:00:00,79.0,186.0,0.0,265.0,79.0,,Normal,111.77199999999999
2021-06-02 21:00:00,0.0,329.0,0.0,329.0,0.0,,Normal,106.084
2021-06-02 22:00:00,0.0,270.0,0.0,270.0,0.0,,Normal,100.99600000000001
2021-06-02 23:00:00,0.0,289.0,0.0,289.0,0.0,,Normal,83.548
2021-06-03 00:00:00,0.0,198.0,0.0,198.0,0.0,,Normal,81.736
2021-06-03 01:00:00,0.0,146.0,0.0,146.0,0.0,,Normal,77.176
2021-06-03 02:00:00,0.0,146.0,0.0,146.0,0.0,,Normal,77.08
2021-06-03 03:00:00,0.0,140.0,0.0,140.0,0.0,,Normal,72.88
2021-06-03 04:00:00,0.0,145.0,0.0,145.0,0.0,,Normal,75.36399999999999
2021-06-03 05:00:00,0.0,172.0,0.0,172.0,0.0,,Normal,77.176
2021-06-03 06:00:00,150.0,24.0,53.0,121.0,97.0,,Normal,77.2
2021-06-03 07:00:00,486.0,1.0,328.0,159.0,158.0,,Normal,87.208
2021-06-03 08:00:00,1683.0,0.0,1425.0,258.0,258.0,,Normal,84.256
2021-06-03 09:00:00,1713.0,7.0,1364.0,356.0,349.0,,Normal,82.672
2021-06-03 10:00:00,2427.0,0.0,2057.0,370.0,370.0,,Normal,77.008
2021-06-03 11:00:00,4420.0,0.0,4131.0,289.0,289.0,,Normal,74.63199999999999
2021-06-03 12:00:00,5099.0,0.0,4833.0,266.0,266.0,,Normal,72.80799999999999
2021-06-03 13:00:00,2048.0,304.0,1576.0,776.0,472.0,,Normal,74.236
2021-06-03 14:00:00,1830.0,116.0,1509.0,437.0,321.0,,Normal,78.08800000000001
2021-06-03 15:00:00,4486.0,1.0,3579.0,908.0,907.0,,Normal,83.212
2021-06-03 16:00:00,3000.0,78.0,2276.0,802.0,724.0,,Normal,91.16799999999999
2021-06-03 17:00:00,2840.0,11.0,2383.0,468.0,457.0,,Normal,95.44
2021-06-03 18:00:00,841.0,0.0,595.0,246.0,246.0,,Normal,102.28
2021-06-03 19:00:00,426.0,4.0,160.0,270.0,266.0,,Normal,110.66799999999999
2021-06-03 20:00:00,65.0,205.0,1.0,269.0,64.0,,Normal,110.716
2021-06-03 21:00:00,0.0,370.0,0.0,370.0,0.0,,Normal,108.448
2021-06-03 22:00:00,0.0,313.0,0.0,313.0,0.0,,Normal,107.46399999999998
2021-06-03 23:00:00,0.0,313.0,0.0,313.0,0.0,,Normal,100.36
2021-06-04 00:00:00,0.0,299.0,0.0,299.0,0.0,,Normal,91.972
2021-06-04 01:00:00,0.0,163.0,0.0,163.0,0.0,,Normal,87.784
2021-06-04 02:00:00,0.0,154.0,0.0,154.0,0.0,,Normal,84.328
2021-06-04 03:00:00,0.0,216.0,0.0,216.0,0.0,,Normal,84.4
2021-06-04 04:00:00,0.0,131.0,0.0,131.0,0.0,,Normal,83.08
2021-06-04 05:00:00,5.0,158.0,0.0,163.0,5.0,,Normal,85.864
2021-06-04 06:00:00,216.0,14.0,77.0,153.0,139.0,,Normal,103.456
2021-06-04 07:00:00,330.0,74.0,159.0,245.0,171.0,,Normal,111.868
2021-06-04 08:00:00,818.0,37.0,647.0,208.0,171.0,,Normal,115.36
2021-06-04 09:00:00,1132.0,43.0,836.0,339.0,296.0,,Normal,110.02
2021-06-04 10:00:00,2016.0,1.0,1744.0,273.0,272.0,,Normal,102.976
2021-06-04 11:00:00,4781.0,0.0,3998.0,783.0,783.0,,Normal,102.136
2021-06-04 12:00:00,5243.0,0.0,4752.0,491.0,491.0,,Normal,96.22
2021-06-04 13:00:00,3548.0,0.0,3146.0,402.0,402.0,,Normal,87.892
2021-06-04 14:00:00,336.0,476.0,39.0,773.0,297.0,,Normal,87.77199999999999
2021-06-04 15:00:00,456.0,76.0,142.0,390.0,314.0,,Normal,88.996
2021-06-04 16:00:00,658.0,42.0,404.0,296.0,254.0,,Normal,92.67999999999999
2021-06-04 17:00:00,790.0,14.0,526.0,278.0,264.0,,Normal,103.36
2021-06-04 18:00:00,1069.0,1.0,788.0,282.0,281.0,,Normal,108.172
2021-06-04 19:00:00,677.0,228.0,370.0,535.0,307.0,,Normal,110.62
2021-06-04 20:00:00,101.0,363.0,0.0,464.0,101.0,,Normal,110.30799999999999
2021-06-04 21:00:00,0.0,241.0,0.0,241.0,0.0,,Normal,108.28
2021-06-04 22:00:00,0.0,649.0,0.0,649.0,0.0,,Normal,106.13199999999999
2021-06-04 23:00:00,0.0,301.0,0.0,301.0,0.0,,Normal,98.788
2021-06-05 00:00:00,0.0,179.0,0.0,179.0,0.0,,Normal,102.12400000000001
2021-06-05 01:00:00,0.0,149.0,0.0,149.0,0.0,,Normal,90.58
2021-06-05 02:00:00,0.0,141.0,0.0,141.0,0.0,,Normal,83.092
2021-06-05 03:00:00,0.0,188.0,0.0,188.0,0.0,,Normal,80.632
2021-06-05 04:00:00,0.0,122.0,0.0,122.0,0.0,,Normal,79.516
2021-06-05 05:00:00,77.0,80.0,21.0,136.0,56.0,,Normal,79.52799999999999
2021-06-05 06:00:00,79.0,70.0,2.0,147.0,77.0,,Normal,79.564
2021-06-05 07:00:00,417.0,1.0,272.0,146.0,145.0,,Normal,83.164
2021-06-05 08:00:00,1441.0,6.0,1135.0,312.0,306.0,,Normal,91.50399999999999
2021-06-05 09:00:00,2230.0,0.0,1979.0,251.0,251.0,,Normal,93.868
2021-06-05 10:00:00,1847.0,2.0,1482.0,367.0,365.0,,Normal,81.556
2021-06-05 11:00:00,1633.0,0.0,1346.0,287.0,287.0,,Normal,81.916
2021-06-05 12:00:00,2389.0,0.0,2090.0,299.0,299.0,,Normal,82.87599999999999
2021-06-05 13:00:00,1811.0,151.0,974.0,988.0,837.0,,Normal,78.868
2021-06-05 14:00:00,4006.0,0.0,3648.0,358.0,358.0,,Normal,75.16
2021-06-05 15:00:00,2198.0,76.0,1653.0,621.0,545.0,,Normal,76.83999999999999
2021-06-05 16:00:00,445.0,451.0,75.0,821.0,370.0,,Normal,78.58
2021-06-05 17:00:00,373.0,111.0,110.0,374.0,263.0,,Normal,84.856
2021-06-05 18:00:00,409.0,17.0,111.0,315.0,298.0,,Normal,96.99999999999999
2021-06-05 19:00:00,521.0,20.0,191.0,350.0,330.0,,Normal,103.024
2021-06-05 20:00:00,156.0,243.0,0.0,399.0,156.0,,Normal,103.492
2021-06-05 21:00:00,0.0,263.0,0.0,263.0,0.0,,Normal,102.99999999999999
2021-06-05 22:00:00,0.0,260.0,0.0,260.0,0.0,,Normal,99.12400000000001
2021-06-05 23:00:00,0.0,268.0,0.0,268.0,0.0,,Normal,86.512
2021-06-06 00:00:00,0.0,315.0,0.0,315.0,0.0,,Normal,82.948
2021-06-06 01:00:00,0.0,151.0,0.0,151.0,0.0,,Normal,81.976
2021-06-06 02:00:00,0.0,147.0,0.0,147.0,0.0,,Normal,81.568
2021-06-06 03:00:00,0.0,148.0,0.0,148.0,0.0,,Normal,80.944
2021-06-06 04:00:00,0.0,139.0,0.0,139.0,0.0,,Normal,77.548
2021-06-06 05:00:00,0.0,174.0,0.0,174.0,0.0,,Normal,74.236
2021-06-06 06:00:00,31.0,98.0,0.0,129.0,31.0,,Normal,74.8
2021-06-06 07:00:00,114.0,39.0,22.0,131.0,92.0,,Normal,75.52
2021-06-06 08:00:00,156.0,160.0,19.0,297.0,137.0,,Normal,80.824
2021-06-06 09:00:00,179.0,118.0,31.0,266.0,148.0,,Normal,81.748
2021-06-06 10:00:00,293.0,102.0,68.0,327.0,225.0,,Normal,81.592
2021-06-06 11:00:00,552.0,8.0,306.0,254.0,246.0,,Normal,82.408
2021-06-06 12:00:00,556.0,50.0,192.0,414.0,364.0,,Normal,82.07199999999999
2021-06-06 13:00:00,668.0,1037.0,231.0,1474.0,437.0,,Normal,78.77199999999999
2021-06-06 14:00:00,954.0,51.0,603.0,402.0,351.0,,Normal,69.88
2021-06-06 15:00:00,762.0,9.0,481.0,290.0,281.0,,Normal,69.41199999999999
2021-06-06 16:00:00,424.0,113.0,214.0,323.0,210.0,,Normal,73.09599999999999
2021-06-06 17:00:00,295.0,39.0,72.0,262.0,223.0,,Normal,81.508
2021-06-06 18:00:00,545.0,1.0,338.0,208.0,207.0,,Normal,84.304
2021-06-06 19:00:00,161.0,85.0,10.0,236.0,151.0,,Normal,95.224
2021-06-06 20:00:00,50.0,390.0,0.0,440.0,50.0,,Normal,103.93599999999999
2021-06-06 21:00:00,0.0,559.0,0.0,559.0,0.0,,Normal,104.776
2021-06-06 22:00:00,0.0,499.0,0.0,499.0,0.0,,Normal,108.39999999999999
2021-06-06 23:00:00,0.0,357.0,0.0,357.0,0.0,,Normal,99.028
2021-06-07 00:00:00,0.0,229.0,0.0,229.0,0.0,,Normal,91.48
2021-06-07 01:00:00,0.0,147.0,0.0,147.0,0.0,,Normal,84.544
2021-06-07 02:00:00,0.0,136.0,0.0,136.0,0.0,,Normal,85.24
2021-06-07 03:00:00,0.0,174.0,0.0,174.0,0.0,,Normal,84.244
2021-06-07 04:00:00,0.0,129.0,0.0,129.0,0.0,,Normal,84.64
2021-06-07 05:00:00,0.0,167.0,0.0,167.0,0.0,,Normal,88.14399999999999
2021-06-07 06:00:00,1.0,156.0,0.0,157.0,1.0,,Normal,108.508
2021-06-07 07:00:00,152.0,157.0,18.0,291.0,134.0,,Normal,115.408
2021-06-07 08:00:00,189.0,615.0,3.0,801.0,186.0,,Normal,120.28
2021-06-07 09:00:00,483.0,347.0,90.0,740.0,393.0,,Normal,115.48
2021-06-07 10:00:00,775.0,1.0,503.0,273.0,272.0,,Normal,111.33999999999999
2021-06-07 11:00:00,821.0,10.0,561.0,270.0,260.0,,Normal,109.48
2021-06-07 12:00:00,1036.0,31.0,742.0,325.0,294.0,,Normal,108.22
2021-06-07 13:00:00,1217.0,137.0,882.0,472.0,335.0,,Normal,105.556
2021-06-07 14:00:00,1079.0,61.0,799.0,341.0,280.0,,Normal,103.66000000000001
2021-06-07 15:00:00,1264.0,2.0,1008.0,258.0,256.0,,Normal,104.64399999999999
2021-06-07 16:00:00,1843.0,0.0,1595.0,248.0,248.0,,Normal,104.98
2021-06-07 17:00:00,989.0,70.0,701.0,358.0,288.0,,Normal,107.74
2021-06-07 18:00:00,1114.0,34.0,730.0,418.0,384.0,,Normal,112.096
2021-06-07 19:00:00,395.0,69.0,147.0,317.0,248.0,,Normal,117.88
2021-06-07 20:00:00,14.0,298.0,0.0,312.0,14.0,,Normal,120.22
2021-06-07 21:00:00,0.0,242.0,0.0,242.0,0.0,,Normal,116.96799999999999
2021-06-07 22:00:00,0.0,282.0,0.0,282.0,0.0,,Normal,114.22
2021-06-07 23:00:00,0.0,337.0,0.0,337.0,0.0,,Normal,107.08
2021-06-08 00:00:00,0.0,192.0,0.0,192.0,0.0,,Normal,97.89999999999999
2021-06-08 01:00:00,0.0,171.0,0.0,171.0,0.0,,Normal,89.332
2021-06-08 02:00:00,0.0,141.0,0.0,141.0,0.0,,Normal,88.45599999999999
2021-06-08 03:00:00,0.0,178.0,0.0,178.0,0.0,,Normal,86.64399999999999
2021-06-08 04:00:00,0.0,143.0,0.0,143.0,0.0,,Normal,87.112
2021-06-08 05:00:00,0.0,156.0,0.0,156.0,0.0,,Normal,91.984
2021-06-08 06:00:00,69.0,81.0,8.0,142.0,61.0,,Normal,108.36399999999999
2021-06-08 07:00:00,259.0,111.0,69.0,301.0,190.0,,Normal,120.316
2021-06-08 08:00:00,484.0,76.0,221.0,339.0,263.0,,Normal,124.89999999999999
2021-06-08 09:00:00,895.0,47.0,586.0,356.0,309.0,,Normal,114.66399999999999
2021-06-08 10:00:00,1672.0,0.0,1416.0,256.0,256.0,,Normal,108.30399999999999
2021-06-08 11:00:00,2216.0,0.0,1831.0,385.0,385.0,,Normal,105.208
2021-06-08 12:00:00,3268.0,0.0,2870.0,398.0,398.0,,Normal,99.39999999999999
2021-06-08 13:00:00,4007.0,58.0,2901.0,1164.0,1106.0,,Normal,91.216
2021-06-08 14:00:00,4323.0,0.0,4010.0,313.0,313.0,,Normal,90.352
2021-06-08 15:00:00,3281.0,0.0,3067.0,214.0,214.0,,Normal,93.916
2021-06-08 16:00:00,3712.0,0.0,3444.0,268.0,268.0,,Normal,101.64399999999999
2021-06-08 17:00:00,2808.0,3.0,2376.0,435.0,432.0,,Normal,107.476
2021-06-08 18:00:00,914.0,316.0,659.0,571.0,255.0,,Normal,112.828
2021-06-08 19:00:00,45.0,723.0,0.0,768.0,45.0,,Normal,123.076
2021-06-08 20:00:00,0.0,370.0,0.0,370.0,0.0,,Normal,131.46399999999997
2021-06-08 21:00:00,0.0,373.0,0.0,373.0,0.0,,Normal,116.96799999999999
2021-06-08 22:00:00,0.0,605.0,0.0,605.0,0.0,,Normal,113.032
2021-06-08 23:00:00,0.0,742.0,0.0,742.0,0.0,,Normal,105.472
2021-06-09 00:00:00,0.0,361.0,0.0,361.0,0.0,,Normal,94.456
2021-06-09 01:00:00,0.0,152.0,0.0,152.0,0.0,,Normal,91.528
2021-06-09 02:00:00,0.0,161.0,0.0,161.0,0.0,,Normal,89.788
2021-06-09 03:00:00,0.0,133.0,0.0,133.0,0.0,,Normal,89.08
2021-06-09 04:00:00,0.0,138.0,0.0,138.0,0.0,,Normal,90.16000000000001
2021-06-09 05:00:00,0.0,187.0,0.0,187.0,0.0,,Normal,92.67999999999999
2021-06-09 06:00:00,66.0,67.0,8.0,125.0,58.0,,Normal,108.46000000000001
2021-06-09 07:00:00,468.0,59.0,252.0,275.0,216.0,,Normal,116.008
2021-06-09 08:00:00,1000.0,78.0,659.0,419.0,341.0,,Normal,118.012
2021-06-09 09:00:00,2673.0,16.0,2063.0,626.0,610.0,,Normal,111.052
2021-06-09 10:00:00,2772.0,7.0,2130.0,649.0,642.0,,Normal,104.452
2021-06-09 11:00:00,4686.0,0.0,3822.0,864.0,864.0,,Normal,98.64399999999999
2021-06-09 12:00:00,4044.0,66.0,3131.0,979.0,913.0,,Normal,94.14399999999999
2021-06-09 13:00:00,2318.0,0.0,2037.0,281.0,281.0,,Normal,96.28
2021-06-09 14:00:00,2944.0,1.0,2617.0,328.0,327.0,,Normal,94.636
2021-06-09 15:00:00,934.0,4.0,656.0,282.0,278.0,,Normal,98.39200000000001
2021-06-09 16:00:00,642.0,55.0,314.0,383.0,328.0,,Normal,99.184
2021-06-09 17:00:00,843.0,151.0,471.0,523.0,372.0,,Normal,106.264
2021-06-09 18:00:00,967.0,835.0,472.0,1330.0,495.0,,Normal,111.868
2021-06-09 19:00:00,667.0,16.0,429.0,254.0,238.0,,Normal,128.64399999999998
2021-06-09 20:00:00,65.0,266.0,0.0,331.0,65.0,,Normal,130.492
2021-06-09 21:00:00,0.0,333.0,0.0,333.0,0.0,,Normal,120.352
2021-06-09 22:00:00,0.0,335.0,0.0,335.0,0.0,,Normal,114.28
2021-06-09 23:00:00,0.0,259.0,0.0,259.0,0.0,,Normal,105.85600000000001
2021-06-10 00:00:00,0.0,173.0,0.0,173.0,0.0,,Normal,106.576
2021-06-10 01:00:00,0.0,145.0,0.0,145.0,0.0,,Normal,99.52
2021-06-10 02:00:00,0.0,143.0,0.0,143.0,0.0,,Normal,94.276
2021-06-10 03:00:00,0.0,172.0,0.0,172.0,0.0,,Normal,90.99999999999999
2021-06-10 04:00:00,0.0,127.0,0.0,127.0,0.0,,Normal,91.58800000000001
2021-06-10 05:00:00,0.0,158.0,0.0,158.0,0.0,,Normal,95.46399999999998
2021-06-10 06:00:00,182.0,18.0,72.0,128.0,110.0,,Normal,109.372
2021-06-10 07:00:00,472.0,87.0,262.0,297.0,210.0,,Normal,119.404
2021-06-10 08:00:00,1182.0,4.0,929.0,257.0,253.0,,Normal,123.28
2021-06-10 09:00:00,2663.0,0.0,2381.0,282.0,282.0,,Normal,113.788
2021-06-10 10:00:00,3480.0,5.0,2462.0,1023.0,1018.0,,Normal,101.60799999999999
2021-06-10 11:00:00,4579.0,0.0,3622.0,957.0,957.0,,Normal,107.512
2021-06-10 12:00:00,5062.0,0.0,4391.0,671.0,671.0,,Normal,110.896
2021-06-10 13:00:00,4718.0,25.0,3483.0,1260.0,1235.0,,Normal,91.53999999999999
2021-06-10 14:00:00,2810.0,0.0,2467.0,343.0,343.0,,Normal,90.52
2021-06-10 15:00:00,1660.0,6.0,1365.0,301.0,295.0,,Normal,91.78
2021-06-10 16:00:00,3038.0,1.0,2698.0,341.0,340.0,,Normal,98.08
2021-06-10 17:00:00,2649.0,0.0,2362.0,287.0,287.0,,Normal,110.32000000000001
2021-06-10 18:00:00,1370.0,17.0,1049.0,338.0,321.0,,Normal,115.492
2021-06-10 19:00:00,728.0,0.0,499.0,229.0,229.0,,Normal,128.908
2021-06-10 20:00:00,245.0,77.0,36.0,286.0,209.0,,Normal,127.336
2021-06-10 21:00:00,0.0,345.0,0.0,345.0,0.0,,Normal,120.43599999999999
2021-06-10 22:00:00,0.0,260.0,0.0,260.0,0.0,,Normal,116.98
2021-06-10 23:00:00,0.0,219.0,0.0,219.0,0.0,,Normal,109.444
2021-06-11 00:00:00,0.0,165.0,0.0,165.0,0.0,,Normal,110.38
2021-06-11 01:00:00,0.0,140.0,0.0,140.0,0.0,,Normal,102.12400000000001
2021-06-11 02:00:00,0.0,179.0,0.0,179.0,0.0,,Normal,93.99999999999999
2021-06-11 03:00:00,0.0,144.0,0.0,144.0,0.0,,Normal,92.176
2021-06-11 04:00:00,0.0,127.0,0.0,127.0,0.0,,Normal,91.87599999999999
2021-06-11 05:00:00,13.0,161.0,0.0,174.0,13.0,,Normal,96.46000000000001
2021-06-11 06:00:00,192.0,4.0,66.0,130.0,126.0,,Normal,117.916
2021-06-11 07:00:00,447.0,75.0,263.0,259.0,184.0,,Normal,129.50799999999998
2021-06-11 08:00:00,1218.0,17.0,931.0,304.0,287.0,,Normal,122.992
2021-06-11 09:00:00,2491.0,0.0,2033.0,458.0,458.0,,Normal,114.33999999999999
2021-06-11 10:00:00,3678.0,3.0,3127.0,554.0,551.0,,Normal,104.584
2021-06-11 11:00:00,4732.0,0.0,4412.0,320.0,320.0,,Normal,101.08
2021-06-11 12:00:00,5279.0,0.0,4516.0,763.0,763.0,,Normal,102.796
2021-06-11 13:00:00,5405.0,0.0,4399.0,1006.0,1006.0,,Normal,93.85600000000001
2021-06-11 14:00:00,4919.0,0.0,4557.0,362.0,362.0,,Normal,90.868
2021-06-11 15:00:00,4520.0,0.0,4166.0,354.0,354.0,,Normal,90.12400000000001
2021-06-11 16:00:00,4437.0,0.0,4056.0,381.0,381.0,,Normal,93.22
2021-06-11 17:00:00,2768.0,0.0,2455.0,313.0,313.0,,Normal,104.63199999999999
2021-06-11 18:00:00,1595.0,0.0,1324.0,271.0,271.0,,Normal,111.85600000000001
2021-06-11 19:00:00,515.0,22.0,211.0,326.0,304.0,,Normal,117.96399999999998
2021-06-11 20:00:00,103.0,156.0,0.0,259.0,103.0,,Normal,120.184
2021-06-11 21:00:00,0.0,262.0,0.0,262.0,0.0,,Normal,117.96399999999998
2021-06-11 22:00:00,0.0,272.0,0.0,272.0,0.0,,Normal,114.832
2021-06-11 23:00:00,0.0,232.0,0.0,232.0,0.0,,Normal,108.136
2021-06-12 00:00:00,0.0,217.0,0.0,217.0,0.0,,Normal,106.552
2021-06-12 01:00:00,0.0,154.0,0.0,154.0,0.0,,Normal,96.976
2021-06-12 02:00:00,0.0,145.0,0.0,145.0,0.0,,Normal,91.456
2021-06-12 03:00:00,0.0,156.0,0.0,156.0,0.0,,Normal,84.736
2021-06-12 04:00:00,0.0,131.0,0.0,131.0,0.0,,Normal,79.744
2021-06-12 05:00:00,0.0,185.0,0.0,185.0,0.0,,Normal,80.068
2021-06-12 06:00:00,188.0,24.0,76.0,136.0,112.0,,Normal,80.968
2021-06-12 07:00:00,577.0,1.0,439.0,139.0,138.0,,Normal,89.776
2021-06-12 08:00:00,1215.0,30.0,954.0,291.0,261.0,,Normal,90.208
2021-06-12 09:00:00,2217.0,1.0,1864.0,354.0,353.0,,Normal,86.044
2021-06-12 10:00:00,3391.0,1.0,2718.0,674.0,673.0,,Normal,70.972
2021-06-12 11:00:00,4235.0,0.0,3754.0,481.0,481.0,,Normal,49.936
2021-06-12 12:00:00,4958.0,0.0,4618.0,340.0,340.0,,Normal,26.811999999999998
2021-06-12 13:00:00,4807.0,2.0,4062.0,747.0,745.0,,Normal,12.28
2021-06-12 14:00:00,4798.0,20.0,3516.0,1302.0,1282.0,,Normal,12.28
2021-06-12 15:00:00,4741.0,0.0,4220.0,521.0,521.0,,Normal,12.28
2021-06-12 16:00:00,3039.0,5.0,2067.0,977.0,972.0,,Normal,12.28
2021-06-12 17:00:00,2106.0,110.0,1066.0,1150.0,1040.0,,Normal,12.363999999999999
2021-06-12 18:00:00,1178.0,174.0,358.0,994.0,820.0,,Normal,36.76
2021-06-12 19:00:00,250.0,138.0,30.0,358.0,220.0,,Normal,65.86
2021-06-12 20:00:00,96.0,209.0,2.0,303.0,94.0,,Normal,77.128
2021-06-12 21:00:00,0.0,347.0,0.0,347.0,0.0,,Normal,81.712
2021-06-12 22:00:00,0.0,703.0,0.0,703.0,0.0,,Normal,78.172
2021-06-12 23:00:00,0.0,571.0,0.0,571.0,0.0,,Normal,63.25599999999999
2021-06-13 00:00:00,0.0,232.0,0.0,232.0,0.0,,Normal,42.28
2021-06-13 01:00:00,0.0,200.0,0.0,200.0,0.0,,Normal,24.508
2021-06-13 02:00:00,0.0,164.0,0.0,164.0,0.0,,Normal,20.956
2021-06-13 03:00:00,0.0,161.0,0.0,161.0,0.0,,Normal,18.268
2021-06-13 04:00:00,0.0,147.0,0.0,147.0,0.0,,Normal,17.74
2021-06-13 05:00:00,6.0,175.0,0.0,181.0,6.0,,Normal,15.927999999999999
2021-06-13 06:00:00,132.0,20.0,39.0,113.0,93.0,,Normal,16.791999999999998
2021-06-13 07:00:00,313.0,1.0,163.0,151.0,150.0,,Normal,22.192
2021-06-13 08:00:00,1175.0,0.0,1006.0,169.0,169.0,,Normal,17.14
2021-06-13 09:00:00,2704.0,0.0,2491.0,213.0,213.0,,Normal,15.303999999999998
2021-06-13 10:00:00,3822.0,1.0,3418.0,405.0,404.0,,Normal,12.292
2021-06-13 11:00:00,4963.0,0.0,3881.0,1082.0,1082.0,,Normal,12.292
2021-06-13 12:00:00,5291.0,0.0,4407.0,884.0,884.0,,Normal,12.28
2021-06-13 13:00:00,5214.0,0.0,4782.0,432.0,432.0,,Normal,12.28
2021-06-13 14:00:00,5421.0,0.0,4377.0,1044.0,1044.0,,Normal,12.28
2021-06-13 15:00:00,5067.0,0.0,4756.0,311.0,311.0,,Normal,12.28
2021-06-13 16:00:00,4319.0,0.0,3906.0,413.0,413.0,,Normal,12.28
2021-06-13 17:00:00,3152.0,0.0,2863.0,289.0,289.0,,Normal,21.424
2021-06-13 18:00:00,1721.0,0.0,1436.0,285.0,285.0,,Normal,84.46
2021-06-13 19:00:00,510.0,158.0,226.0,442.0,284.0,,Normal,105.508
2021-06-13 20:00:00,90.0,220.0,0.0,310.0,90.0,,Normal,112.648
2021-06-13 21:00:00,0.0,305.0,0.0,305.0,0.0,,Normal,116.716
2021-06-13 22:00:00,0.0,484.0,0.0,484.0,0.0,,Normal,113.068
2021-06-13 23:00:00,0.0,275.0,0.0,275.0,0.0,,Normal,102.292
2021-06-14 00:00:00,0.0,157.0,0.0,157.0,0.0,,Normal,94.552
2021-06-14 01:00:00,0.0,149.0,0.0,149.0,0.0,,Normal,87.676
2021-06-14 02:00:00,0.0,167.0,0.0,167.0,0.0,,Normal,84.604
2021-06-14 03:00:00,0.0,147.0,0.0,147.0,0.0,,Normal,84.196
2021-06-14 04:00:00,0.0,139.0,0.0,139.0,0.0,,Normal,84.004
2021-06-14 05:00:00,2.0,153.0,0.0,155.0,2.0,,Normal,88.036
